Time,Depth,Voltage,Current,data_water,roll,pitch,yaw
15.30.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.30.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
